file_name,slice_num,ssim,psnr,nmse
file_brain_AXT2_200_2000078.h5,0,0.9197787165832766,33.83787536621094,0.009405798278748989
file_brain_AXT2_200_2000078.h5,1,0.9290526028954071,34.527801513671875,0.008111526258289814
file_brain_AXT2_200_2000078.h5,2,0.9316138379052301,34.74663543701172,0.006512970197945833
file_brain_AXT2_200_2000078.h5,3,0.9355929779000577,34.807228088378906,0.005980262532830238
file_brain_AXT2_200_2000078.h5,4,0.9375781514378606,34.6378173828125,0.006428335327655077
file_brain_AXT2_200_2000078.h5,5,0.9413560854182249,34.914024353027344,0.006098050158470869
file_brain_AXT2_200_2000078.h5,6,0.9416449135250275,34.55335998535156,0.0057031200267374516
file_brain_AXT2_200_2000078.h5,7,0.938847346925125,34.3809814453125,0.0059159891679883
file_brain_AXT2_200_2000078.h5,8,0.9425995460592392,34.58186340332031,0.005366899073123932
file_brain_AXT2_200_2000078.h5,9,0.9404911948079394,34.63287353515625,0.005588260944932699
file_brain_AXT2_200_2000078.h5,10,0.9412145194163564,34.99281311035156,0.00520310876891017
file_brain_AXT2_200_2000078.h5,11,0.9398239922978291,35.54917907714844,0.004865708760917187
file_brain_AXT2_200_2000078.h5,12,0.9400324918181184,36.780059814453125,0.004083511419594288
file_brain_AXT2_200_2000078.h5,13,0.938271466843802,37.797340393066406,0.005884160287678242
file_brain_AXT2_200_2000078.h5,14,0.9448146998593014,39.12544250488281,0.006847410462796688
file_brain_AXT2_200_2000078.h5,15,0.9521823981014983,40.885101318359375,0.008711402304470539
file_brain_AXT2_200_2000130.h5,0,0.9177321211950017,32.76447296142578,0.008516100235283375
file_brain_AXT2_200_2000130.h5,1,0.921788378580144,33.05140686035156,0.007941222749650478
file_brain_AXT2_200_2000130.h5,2,0.9214969512174906,33.42864227294922,0.006956801284104586
file_brain_AXT2_200_2000130.h5,3,0.9262862950137349,34.3709716796875,0.006051372736692429
file_brain_AXT2_200_2000130.h5,4,0.9319621617082714,34.94944763183594,0.005644971039146185
